gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Type
ENSG00000104852	12983.5162747232	-2.69411419778978	0.0625755941364929	-43.0537533836795	0	0	Downregulated
ENSG00000104951	3740.89254072445	7.62874824271537	0.161762805021885	47.1600887588669	0	0	Upregulated
ENSG00000105011	2499.06560103328	5.84688212014885	0.112485710218455	51.9788878853485	0	0	Upregulated
ENSG00000105173	1939.06573739887	5.52274188028007	0.143349186204417	38.5264962188525	0	0	Upregulated
ENSG00000105289	1970.88564716276	6.15760480083242	0.15233125144632	40.4224657932538	0	0	Upregulated
ENSG00000105357	8344.99088581949	6.03323123583501	0.13819770928727	43.6565212762956	0	0	Upregulated
ENSG00000105699	13068.5085659897	5.12945406103102	0.0886396162890053	57.8686401834894	0	0	Upregulated
ENSG00000106077	4641.96440249987	4.00101767018903	0.0916469768937315	43.6568428746796	0	0	Upregulated
ENSG00000106789	1498.71987903394	4.64345885154858	0.111887681382622	41.5010731670214	0	0	Upregulated
ENSG00000108799	2563.80262373836	-2.85746395700559	0.0633211209273067	-45.1265535915889	0	0	Downregulated
ENSG00000109674	188.891047093457	5.99289128102543	0.156080735768433	38.3960983494895	0	0	Upregulated
ENSG00000109805	970.453896274407	4.86451944248366	0.111237477959646	43.7309397130377	0	0	Upregulated
ENSG00000110057	5424.8111807523	3.40319550559996	0.0889753384155367	38.2487503414283	0	0	Upregulated
ENSG00000110195	19526.7777078997	10.5778981046988	0.193233801868023	54.741447937372	0	0	Upregulated
ENSG00000111057	43163.17173615	6.06200521758406	0.107980959873843	56.1395752053554	0	0	Upregulated
ENSG00000111206	4437.09336942998	5.53449332244537	0.10312949885426	53.6654728659799	0	0	Upregulated
ENSG00000111247	830.769515609073	4.34979211118108	0.0985331099831334	44.1454868513301	0	0	Upregulated
ENSG00000111319	18798.9502708743	5.16562347223541	0.113967842482923	45.3252721091868	0	0	Upregulated
ENSG00000111679	2311.94859413445	3.10451764522878	0.0734197671322883	42.2844932160441	0	0	Upregulated
ENSG00000112742	1085.14921481609	6.05934371162181	0.116107075883874	52.1875489972904	0	0	Upregulated
ENSG00000112782	4342.20503762686	5.953664297034	0.151258288809624	39.360912673866	0	0	Upregulated
ENSG00000112984	1850.87091767516	6.52101097836165	0.121327603634524	53.7471340652612	0	0	Upregulated
ENSG00000113368	2621.83533774173	3.45210225854951	0.0872542914324644	39.5636959727244	0	0	Upregulated
ENSG00000113645	3866.3594583857	5.08816413559466	0.114676692636185	44.3696449437812	0	0	Upregulated
ENSG00000113946	5934.4577415334	9.87060433329367	0.243186945116902	40.5885452796358	0	0	Upregulated
ENSG00000113971	1668.12449888018	-3.25496190686661	0.0729059828514566	-44.6460191545388	0	0	Downregulated
ENSG00000114346	3308.89083495806	4.76467056564404	0.0889557834373395	53.5622348714435	0	0	Upregulated
ENSG00000114686	8839.51856122098	2.20725495755279	0.0542721735487161	40.6701042767616	0	0	Upregulated
ENSG00000114857	4899.70836841197	-2.9930802151945	0.0760849022422604	-39.3386877946467	0	0	Downregulated
ENSG00000114923	4965.58839394187	-4.42863622528141	0.111038409456527	-39.8838226065844	0	0	Downregulated
ENSG00000115163	656.137511755025	6.61092480969093	0.137593262226312	48.0468643792843	0	0	Upregulated
ENSG00000115363	664.537044225906	5.02036629719641	0.127676282912743	39.3210562107876	0	0	Upregulated
ENSG00000116039	10204.4038456009	6.98976741714864	0.160264516244944	43.6139426301058	0	0	Upregulated
ENSG00000117399	3925.1618680025	6.94506338900959	0.118722070615406	58.4985028732171	0	0	Upregulated
ENSG00000117595	2530.22833438171	3.45142802137943	0.08960229932455	38.5194135351142	0	0	Upregulated
ENSG00000117650	937.365061661908	7.14455400234154	0.133979106709134	53.325881757461	0	0	Upregulated
ENSG00000117724	3065.99911673541	4.48925895566266	0.101756688712682	44.1175809910484	0	0	Upregulated
ENSG00000118193	378.68918533751	4.93620018834424	0.115539030180675	42.723226779948	0	0	Upregulated
ENSG00000118640	5597.72094646855	4.50172248245314	0.10200182713006	44.1337435721921	0	0	Upregulated
ENSG00000119411	782.761049942979	5.89080328148935	0.134874499608089	43.6761826631909	0	0	Upregulated
ENSG00000119514	835.834376701996	4.56861791110839	0.11503334362791	39.7155969480132	0	0	Upregulated
ENSG00000119888	15767.4280363852	8.17406356797327	0.108231645937167	75.5237850925655	0	0	Upregulated
ENSG00000120756	1104.98190973811	4.76884066457415	0.11146907182476	42.7817383468592	0	0	Upregulated
ENSG00000121152	840.757885441294	5.33114359369017	0.112881767225257	47.2276765746572	0	0	Upregulated
ENSG00000121211	231.728769212912	4.97393793744083	0.128746143636158	38.6336848387272	0	0	Upregulated
ENSG00000121310	5961.06294032075	-3.39407593620344	0.0847977762878976	-40.0255299700335	0	0	Downregulated
ENSG00000121621	521.378888309674	4.72384505313965	0.102517463468809	46.0784425726345	0	0	Upregulated
ENSG00000122952	1491.93069232197	3.96542999156898	0.0927415493091642	42.7578579515615	0	0	Upregulated
ENSG00000123473	922.345434832324	3.58384088826699	0.0846723487965298	42.3259888169522	0	0	Upregulated
ENSG00000123485	1085.629489356	5.69498519827059	0.12096249612593	47.080585972215	0	0	Upregulated
ENSG00000123975	3180.98765251901	4.80364054361153	0.114746681295778	41.8630019567134	0	0	Upregulated
ENSG00000124171	1352.36820991098	3.40351418244604	0.0802564806170612	42.4079670112336	0	0	Upregulated
ENSG00000125398	3725.96367095869	5.86701055146394	0.155704257164452	37.6804761687879	0	0	Upregulated
ENSG00000125618	19721.800883087	5.7407241680376	0.13654380201442	42.043095939509	0	0	Upregulated
ENSG00000125637	2927.25702151832	3.53771918767482	0.0758841950202161	46.6199738526889	0	0	Upregulated
ENSG00000125850	733.074559427426	6.43203306885688	0.152208632208885	42.2580045265094	0	0	Upregulated
ENSG00000126460	411.079542589916	4.93649620597752	0.121485739745878	40.6343675916501	0	0	Upregulated
ENSG00000126787	930.305142893172	5.69276568344008	0.136245767848481	41.7830643354076	0	0	Upregulated
ENSG00000127423	285.250787053584	4.26158558359553	0.107078881867652	39.7985626041817	0	0	Upregulated
ENSG00000127472	789.330564582637	-6.50214876271088	0.168380965571565	-38.6156994684018	0	0	Downregulated
ENSG00000127564	1172.11084035207	5.7758323774447	0.120648980372112	47.8730309997695	0	0	Upregulated
ENSG00000127838	8239.83308837993	2.50815234070689	0.0667679458011619	37.5652165213572	0	0	Upregulated
ENSG00000129173	564.960176650015	6.57568446507381	0.135960307285831	48.3647367113525	0	0	Upregulated
ENSG00000129354	5276.46625268694	6.63057221801359	0.16868338482837	39.3077968216015	0	0	Upregulated
ENSG00000129810	465.041434199693	5.76498804949689	0.112460721086187	51.2622362173792	0	0	Upregulated
ENSG00000130545	894.461102937596	5.72775754955895	0.128205987006913	44.6762096160932	0	0	Upregulated
ENSG00000130590	1782.36556855943	5.27763907198365	0.112397827138272	46.9549919812157	0	0	Upregulated
ENSG00000130768	2312.13408349835	8.65179958111407	0.13170119546687	65.6926427314811	0	0	Upregulated
ENSG00000131018	4713.46662904119	-4.86865236240393	0.104594810105686	-46.5477432148351	0	0	Downregulated
ENSG00000131037	4099.55630557082	4.94469127858365	0.12334229483973	40.0891785336794	0	0	Upregulated
ENSG00000131188	1258.3907682747	5.40357926496324	0.114063037367004	47.3736224257901	0	0	Upregulated
ENSG00000131747	4439.77888472142	5.85646400582838	0.125161464747947	46.7912709205046	0	0	Upregulated
ENSG00000131941	3817.28577052836	4.32949905560359	0.106302422403262	40.7281316617554	0	0	Upregulated
ENSG00000132182	4689.70349340845	4.00361995148278	0.0992363175534466	40.3443018663657	0	0	Upregulated
ENSG00000133142	8225.9129156813	-3.22212244113473	0.0642624863765558	-50.1400213843924	0	0	Downregulated
ENSG00000134057	2956.76727880189	3.94197949800223	0.08975394477591	43.9198467303496	0	0	Upregulated
ENSG00000134258	6281.4296371585	8.90572311385722	0.206392376103335	43.1494771366864	0	0	Upregulated
ENSG00000134690	1524.57889853215	5.12514977389342	0.108467609523453	47.2505091281213	0	0	Upregulated
ENSG00000134709	1159.3585154922	3.61130481920834	0.0910016085143966	39.6839668898493	0	0	Upregulated
ENSG00000135378	1196.74834854662	4.69694519677903	0.124683714721171	37.6708795313226	0	0	Upregulated
ENSG00000135451	1688.42372734276	4.99589628975582	0.111403895298934	44.8448977152026	0	0	Upregulated
ENSG00000135476	1562.46215606363	4.75219887004862	0.111703508419561	42.5429687687092	0	0	Upregulated
ENSG00000135480	27169.8115012815	8.6059677769645	0.141180446403742	60.9572217412706	0	0	Upregulated
ENSG00000135925	2630.90228557125	7.6907990060787	0.194383991160335	39.5649814584528	0	0	Upregulated
ENSG00000136108	1914.43329444891	3.08446088807791	0.0791142697080138	38.9874152850263	0	0	Upregulated
ENSG00000136111	1930.70995332677	-3.3950161519836	0.0882168462110995	-38.4848960011498	0	0	Downregulated
ENSG00000137309	26569.8327727813	5.81649064317997	0.117395778537573	49.5459948870169	0	0	Upregulated
ENSG00000137673	9676.80347020367	9.44631579108957	0.243476429576372	38.7976602397421	0	0	Upregulated
ENSG00000137807	1304.46100418879	3.6508063268672	0.0947945103083744	38.5128454695406	0	0	Upregulated
ENSG00000138160	1787.34165166972	4.70215011752083	0.0925888869489714	50.7852537433821	0	0	Upregulated
ENSG00000138180	1401.59206917631	6.23466905969513	0.131208982602986	47.5170901870344	0	0	Upregulated
ENSG00000139734	467.730138103159	5.07275227101225	0.133532002408278	37.9890376802871	0	0	Upregulated
ENSG00000140832	710.035592860041	3.90482850733333	0.0991327529410115	39.3898927598317	0	0	Upregulated
ENSG00000141293	697.692991537865	5.35905447608508	0.142582611327304	37.5856103784154	0	0	Upregulated
ENSG00000141738	5090.40436595395	5.55702215339818	0.126213783567814	44.0286472389318	0	0	Upregulated
ENSG00000142273	1351.95134116688	6.51557196836713	0.171182231577437	38.0621978597101	0	0	Upregulated
ENSG00000142945	1634.30495757449	4.74470652978979	0.101552099615871	46.7218949459148	0	0	Upregulated
ENSG00000143126	9844.29495641709	4.51148303949465	0.103773187323874	43.4744576690547	0	0	Upregulated
ENSG00000143217	1042.11093108821	6.07871809013483	0.154809134574624	39.265887680579	0	0	Upregulated
ENSG00000143228	750.586482856082	4.76300666316266	0.111259592229868	42.8098518761605	0	0	Upregulated
ENSG00000143320	25615.331255382	6.34489580033633	0.161599175543755	39.2631693756283	0	0	Upregulated
ENSG00000143321	29859.9758145796	2.24771573664757	0.0536084679053638	41.9283711038993	0	0	Upregulated
ENSG00000143476	728.847354952213	5.07916797006549	0.102078308306454	49.7575641126131	0	0	Upregulated
ENSG00000143549	20485.1084067691	2.3605672755278	0.0466271945103705	50.6264059057378	0	0	Upregulated
ENSG00000144026	1156.68046555557	-2.79926567875673	0.0666509952105951	-41.9988579302077	0	0	Downregulated
ENSG00000144596	367.11592345934	-4.99915123189635	0.128801565547069	-38.8128141972735	0	0	Downregulated
ENSG00000145103	744.310228068635	6.45660557493883	0.143540878773782	44.9809533708813	0	0	Upregulated
ENSG00000145194	1359.16093121194	4.24608341298687	0.108886285236151	38.995576015639	0	0	Upregulated
ENSG00000146038	1428.18439653613	5.63641812481487	0.146850343084006	38.3820562243463	0	0	Upregulated
ENSG00000146670	1522.34237658983	4.83471864856094	0.0925099791872942	52.2615904903907	0	0	Upregulated
ENSG00000146904	1815.79649020777	4.72710425185836	0.12146446121179	38.9175912419024	0	0	Upregulated
ENSG00000147119	628.086021949811	-4.4568048545352	0.109492296254231	-40.7042778990306	0	0	Downregulated
ENSG00000147676	19070.5503608026	6.64299401483304	0.166904591585592	39.8011459824122	0	0	Upregulated
ENSG00000147889	8893.30747508062	8.94956803461876	0.182025195510318	49.1666442633293	0	0	Upregulated
ENSG00000148773	5078.25614536014	5.88430914416749	0.137558638909379	42.7767328233305	0	0	Upregulated
ENSG00000149418	12170.4692593402	6.08317876157635	0.139426042978204	43.6301470775248	0	0	Upregulated
ENSG00000152253	528.876860227115	4.58050179698308	0.113000440992704	40.535255940097	0	0	Upregulated
ENSG00000152795	11503.5480987478	-1.89600474679195	0.043877253995448	-43.2115634900182	0	0	Downregulated
ENSG00000152931	1658.53049194096	7.50167258333843	0.196096404531328	38.2550236005984	0	0	Upregulated
ENSG00000152939	807.582908756131	5.23635201737337	0.10110853646039	51.7894156189744	0	0	Upregulated
ENSG00000153551	4951.96375797885	4.39681904415872	0.109759163775346	40.058787739656	0	0	Upregulated
ENSG00000154258	1157.73378784059	-6.25668177318389	0.164227764312807	-38.097588427659	0	0	Downregulated
ENSG00000154262	986.614246588487	-6.0968002568775	0.159637013908081	-38.1916455815693	0	0	Downregulated
ENSG00000154263	995.073654610339	-7.4083432048718	0.158656129330118	-46.694339740617	0	0	Downregulated
ENSG00000154639	3052.24892596805	4.97501954977531	0.112043347849632	44.4026320639049	0	0	Upregulated
ENSG00000154764	2124.57598038278	10.246847159167	0.264138229624686	38.7935028326901	0	0	Upregulated
ENSG00000154839	380.59457535873	5.85278441952972	0.132370457758931	44.2151860665817	0	0	Upregulated
ENSG00000156427	1709.3465704717	6.39756144786204	0.1678030964465	38.1254075958112	0	0	Upregulated
ENSG00000156970	1021.94480686283	5.02214259421242	0.103954589383853	48.3109271459689	0	0	Upregulated
ENSG00000157456	1896.7832565489	5.22068481521614	0.101455917411952	51.4576670182583	0	0	Upregulated
ENSG00000157502	3131.22901643275	-6.74451600852721	0.176291589785969	-38.2577298027408	0	0	Downregulated
ENSG00000157765	36935.8558237682	10.1757996155065	0.172241105263206	59.0788104846203	0	0	Upregulated
ENSG00000157992	2025.31095257108	4.62607354793887	0.112239491064802	41.2160951912014	0	0	Upregulated
ENSG00000158301	809.625705695183	-3.53761065354018	0.0914379041453145	-38.6886673158886	0	0	Downregulated
ENSG00000158402	396.950269765027	6.55523412511376	0.13818960782777	47.4365202141956	0	0	Upregulated
ENSG00000159086	1981.93053866425	-2.20850026354666	0.0569430673912208	-38.7843571610467	0	0	Downregulated
ENSG00000159166	3421.43629848872	5.90114001042155	0.145903181429265	40.4455883183225	0	0	Upregulated
ENSG00000159433	1398.72896641979	-4.59408237999322	0.111229707893584	-41.3026561607847	0	0	Downregulated
ENSG00000160113	11032.2207667961	3.61688240432082	0.0933385706961141	38.7501370263794	0	0	Upregulated
ENSG00000160183	3627.35245260951	8.19890799901683	0.155457486350093	52.7405156967015	0	0	Upregulated
ENSG00000160446	2778.62495117959	3.4438542234251	0.0866893250800203	39.7263933044372	0	0	Upregulated
ENSG00000160678	15288.8191153247	8.38438537033207	0.178133538618712	47.0679774024955	0	0	Upregulated
ENSG00000161798	3069.56180123082	8.50843139820459	0.198395726194015	42.8861627285461	0	0	Upregulated
ENSG00000161800	2322.95036932915	3.58508966518699	0.0799399508661285	44.8472838217122	0	0	Upregulated
ENSG00000161888	981.936572652325	5.54337108791689	0.122218924091936	45.3560782759554	0	0	Upregulated
ENSG00000162069	714.342096837501	5.39958430135849	0.134013061480189	40.2914778732721	0	0	Upregulated
ENSG00000163362	3935.76495869949	6.26816093439192	0.142842862413557	43.8815130730467	0	0	Upregulated
ENSG00000163435	16250.097674647	6.19289913676216	0.148040061344139	41.8325896418399	0	0	Upregulated
ENSG00000163545	4149.15903072182	4.52585279545859	0.100659161777838	44.9621546168591	0	0	Upregulated
ENSG00000163694	4730.21871517407	3.59439576657316	0.0856402089047448	41.9708897554314	0	0	Upregulated
ENSG00000163808	506.557033871976	4.15701951314146	0.10462279972353	39.7333996425879	0	0	Upregulated
ENSG00000163814	2640.29850575181	5.15358065272286	0.129960787725377	39.6548893164068	0	0	Upregulated
ENSG00000163902	22924.4818237918	2.10045918479222	0.0537247013702476	39.0967121495336	0	0	Upregulated
ENSG00000163923	1435.90028125416	4.09723065456842	0.10900985711526	37.585873085186	0	0	Upregulated
ENSG00000164087	707.326688797343	4.00246118178835	0.0863603455313744	46.3460533554057	0	0	Upregulated
ENSG00000164309	2218.81131068067	-5.48866618576901	0.144050058386886	-38.1024919200497	0	0	Downregulated
ENSG00000164611	2344.91082035042	5.73488951932417	0.120843561471896	47.4571375543074	0	0	Upregulated
ENSG00000164695	958.82093004768	4.62406161030072	0.116356256873417	39.7405497095973	0	0	Upregulated
ENSG00000164736	8864.561056997	5.06300938072464	0.105684551224289	47.9068068329086	0	0	Upregulated
ENSG00000165025	3275.76855780767	4.22396488624892	0.108950795163518	38.7694727689634	0	0	Upregulated
ENSG00000165209	1863.43386079611	2.28813931622078	0.0561787647825979	40.7296124269639	0	0	Upregulated
ENSG00000165215	28451.0624836432	10.6595166048269	0.143562025371381	74.2502523021098	0	0	Upregulated
ENSG00000165304	1020.13064635245	5.89727770579174	0.117869405310359	50.0323021929548	0	0	Upregulated
ENSG00000165480	634.723151708823	6.02961401155797	0.116247850768671	51.8686063586386	0	0	Upregulated
ENSG00000165490	524.073978298051	4.56771769446705	0.104376794920351	43.7618121724532	0	0	Upregulated
ENSG00000165521	1049.58568810674	-2.94800120347613	0.0782943458670825	-37.6527981788218	0	0	Downregulated
ENSG00000165995	331.344550919236	-5.01957677260829	0.106458079128172	-47.1507358926222	0	0	Downregulated
ENSG00000166145	14270.4631569906	5.64851826533286	0.117698704362032	47.9913376782676	0	0	Upregulated
ENSG00000166803	1152.57017170754	6.38337062895878	0.131669721161477	48.4801712394479	0	0	Upregulated
ENSG00000166851	2703.3470428577	3.82957380375133	0.0909973855849769	42.0844376916205	0	0	Upregulated
ENSG00000167306	2488.38587004692	4.32221961491491	0.102032376559603	42.3612559136074	0	0	Upregulated
ENSG00000167371	1949.68816118565	-5.38609767010734	0.140764710641711	-38.2631246535689	0	0	Downregulated
ENSG00000167513	1420.30687222979	5.00598386604597	0.103235838607128	48.4907560551392	0	0	Upregulated
ENSG00000167553	21290.2179993674	3.40560473142652	0.0836086667242131	40.7326759875272	0	0	Upregulated
ENSG00000167600	1629.07287694232	5.90877470987534	0.141768881216524	41.678926003873	0	0	Upregulated
ENSG00000167608	5352.56989545274	5.93132624742625	0.106605759819517	55.6379529348879	0	0	Upregulated
ENSG00000167644	5549.37217281524	6.1883860015755	0.164271552942765	37.6716838108399	0	0	Upregulated
ENSG00000167880	2584.14952989741	5.17910298900943	0.120546699805115	42.9634572939978	0	0	Upregulated
ENSG00000167900	3431.93867343103	5.7945828595802	0.119554084101861	48.4682970315189	0	0	Upregulated
ENSG00000168078	811.697540691838	6.63861096104302	0.149330281580938	44.4558926077218	0	0	Upregulated
ENSG00000168528	5860.01145289265	6.00338976381935	0.14669979426363	40.9229596670792	0	0	Upregulated
ENSG00000169562	1382.75843151499	7.78033547968237	0.193075591067142	40.2968362633511	0	0	Upregulated
ENSG00000169607	573.471040635304	6.08803428153224	0.129559296261969	46.9903315098457	0	0	Upregulated
ENSG00000169679	1636.54245011227	5.05098076079132	0.108251361043937	46.6597436935804	0	0	Upregulated
ENSG00000170293	843.971439198327	4.25511331670029	0.0976545552970163	43.5731165203544	0	0	Upregulated
ENSG00000170312	2358.27534406661	4.49858125312892	0.0922230126372352	48.779378644074	0	0	Upregulated
ENSG00000170421	63429.2778577261	7.12658235003881	0.106855347832091	66.6937359208009	0	0	Upregulated
ENSG00000170439	1033.82975392236	6.81512200333088	0.16328930211921	41.7364880300332	0	0	Upregulated
ENSG00000171017	437.975598638543	5.6978736009045	0.142295286270692	40.0426026064229	0	0	Upregulated
ENSG00000171435	251.829216430002	6.80338775206211	0.17658785021644	38.5269300448662	0	0	Upregulated
ENSG00000171492	2337.922251944	2.72023152873844	0.0660755540642885	41.1685012295437	0	0	Upregulated
ENSG00000171604	8241.52086301407	4.56370022666319	0.0955675263525558	47.7536711563231	0	0	Upregulated
ENSG00000171700	1437.00405368596	3.52696786304773	0.0868786951464007	40.5964644968986	0	0	Upregulated
ENSG00000171817	235.961078166392	-4.8051669400263	0.119736002888403	-40.1313458284124	0	0	Downregulated
ENSG00000171848	2172.47825690842	5.88082745240218	0.133613899961105	44.0135903084491	0	0	Upregulated
ENSG00000172031	419.43618736018	5.86928035473702	0.154001715273324	38.1117856013496	0	0	Upregulated
ENSG00000172465	2071.78877826928	-3.27285843700948	0.0732954806616145	-44.652936408445	0	0	Downregulated
ENSG00000172531	11220.7470859766	2.77313234081968	0.0674682077912391	41.1028013282987	0	0	Upregulated
ENSG00000173757	3404.59859129559	-2.72769705820734	0.0605615136242698	-45.0401070741109	0	0	Downregulated
ENSG00000174371	463.684580751112	4.99288038660604	0.106420752937528	46.9164166648681	0	0	Upregulated
ENSG00000174607	706.52447643695	5.76500733763495	0.148034130603782	38.943771373003	0	0	Upregulated
ENSG00000174669	1826.30025213415	3.87333548909377	0.0858853167524016	45.0989253525162	0	0	Upregulated
ENSG00000175063	4199.5698430918	7.50812523424398	0.137182891375922	54.730769696853	0	0	Upregulated
ENSG00000175567	23147.5637953333	6.71541008527936	0.117598619592069	57.1044975576591	0	0	Upregulated
ENSG00000175707	1166.18179056047	6.12073234136696	0.130948634934103	46.7414749641881	0	0	Upregulated
ENSG00000175832	3415.88740107969	7.27584068626135	0.162553522649388	44.7596617266464	0	0	Upregulated
